Name der Klinik,Message,bewertungen,Title,Datum der Bewertung,fachbereich,Gesamtzufriedenheit,Textuell Gesamtzufriedenheit,Qualität der Beratung,Textuell Qualität der Beratung,Mediz. Behandlung,Textuell Mediz. Behandlung,Verwaltung und Abläufe,Textuell Verwaltung und Abläufe,Ausstattung und Gestaltung,Textuell Ausstattung und Gestaltung,Pro,Kontra,Krankheitsbild,Privatpatient,Erfahrungsbericht,Nutzername,Berichtet als,Behandlungsjahr,Daumen
Sana Klinikum Hameln-Pyrmont,,305 Bewertungen,Datenschutz vor Empathie!,20.06.2015,Innere,0,unzufrieden,0,unzufrieden,2,"weniger zufrieden (man weiß gar nicht, was die da machen)",2,weniger zufrieden,4,zufrieden,"schöner Neubau, an Geld scheint es nicht zu mangeln",Kommunikation zwischen Pflegepersonal/Ärzten und Patienten/Angehörigen,Altersdemenz,nein,"Meine Mutter ist 95 Jahre alt und dement. Ich selbst wohne über 3 Stunden Fahrzeit von Hameln entfernt. Dennoch werden mir gegenüber telefonisch keinerlei, auch nicht sehr allgemeine Angaben, über den Gesundheitszustand meiner Mutter gegeben. ",Louis1610,berichtet als Angehöriger eines Patienten,Jahr der Behandlung: 2015,Daumen runter
Marien Hospital Papenburg-Aschendorf,,79 Bewertungen,Unsauber,18.08.2017,Kardiologie,2,weniger zufrieden (Qualität des Essens unzureichend und Sauberkeit miserabel),2,weniger zufrieden (Zuweng Zeit für die Patienten),4,"zufrieden (Junge Ärzte, die leider zuviele Patienten betreuen müssen, da leidet die Qualität.)",0,unzufrieden (Termine die nicht eingehalten werden),2,"weniger zufrieden (Betten, die zu kurz sind und schlecht verstellbar)","Junge Ärzte, die sich Mühe geben.","Unsaubere Zimmer, die schlecht gereinigt werden, da hier auf Kosten geschaut wird",KHK 3 Gefäß-Erkrankung (Troz Bypass-OP sind 2 der gelgten 3 Bypässe dicht,nein,"Aufgrund einer Abweichung gegenüber dem Belastungs-EKG vom letzten mal, wurde ich vom Kardiologen zum Stress-MRT in das Marien-Hospital nach Papenburg eingewiesen. Die Aufnahme ins Krankenhaus ging trotz der Formalitäten für meine Begriffe schnell.",bhf1950,berichtet als Patient,Jahr der Behandlung: 2017,Daumen runter
Krankenhaus Ludmillenstift,Diese Bewertung geht nicht in die Gesamtbewertung ein,41 Bewertungen,Zufrieden,30.10.2014,Neurochirurgie,4,zufrieden (ausser die Zimmer),4,zufrieden (man muss etwas Drängeln),4,zufrieden (zu viele Assistenzärzte die noch Fehler machen auf Station),4,zufrieden,Kein Info,Kein Info,"Ärzte,Schwestern Top Essen","Die Zimmer sind eine absolute Qual, das geht gar nicht,erstrecht die 4 Bett Zimmer",Banscheiben Op Fixateur,nein,"Hallo,ich liege seit etwa 2 Wochen in dieser Klinik wegen Rücken Probleme. Also die Stationen sind sehr veraltet eine Katastrophe sind die 4 Bett Zimmer auf B31!!!!!! Um einen Arzt( keinen Assistenzarzt zu bekommen )dauert es aber es wird sich bemüht,man merkt das hier alle unter Zeitdruck stehen.Die Schwestern bemühen sich sehr,sind hilfsbereit und sehr net trotz wenig Zeit.Ein sehr sehr großes Lob geht an die KÜCHE...die ist der Hammer immer Frisch und Lecker und das in einem Krankenhaus, ich habe in Top Restaurants nicht so gut gegessen wie hier.1*",Lupo2014,berichtet als Patient,Jahr der Behandlung: 2014,Daumen hoch
Kreiskrankenhaus Osterholz,Diese Bewertung geht nicht in die Gesamtbewertung ein,22 Bewertungen,Alles Super,24.01.2009,Entbindung,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,Kein Info,Kein Info,"Sehr freundlich, fühlte mich super betreut",,nein,ja,"Ich habe meinen Sohn am 2.1.2009 Entbunden.Alles war super.Sie haben sich sehr viel Zeit genommen, waren immer nett und höflich.",Goss,berichtet als Patient,Jahr der Behandlung: 2009,Kein Info
Sana Klinikum Hameln-Pyrmont,,305 Bewertungen,Super nette und kompetente Betreuung!,10.06.2015,Entbindung,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,4,zufrieden,6,sehr zufrieden,"nettes Personal, gutes Essen",nichts,Geburt/Kaiserschnitt,nein,"Ich kann nicht verstehen, warum sich so viele Patienten über dieses Krankenhaus beschweren.",Manic20,berichtet als Patient,Jahr der Behandlung: 2015,Daumen hoch
Marien Hospital Papenburg-Aschendorf,,79 Bewertungen,Station 26 (geschlossene),05.07.2017,Kind/Jugend-Psych.,0,unzufrieden,0,unzufrieden,0,unzufrieden,0,unzufrieden,0,unzufrieden,"Nachtschwestern sind sehr nett und verständnisvoll, snoozeln","inkompetentes Betreuer und Therapeuten Team, wenig Verständnis und Einfühlungsvermögen für die Situation der Patienten, wenig bis gar keine Therapie, keine Organisation","PTBS, Depressionen, Angststörung, Panikattacken",nein,"Was ich dort an Inkompetenz von den Therapeuten und Betreuern erlebt habe,ist einfach nur traurig.Mein Therapeut war zwar sehr verständnisvoll und geduldig mit mit,allerdings hatte ich in 6 Wochen Klinikaufenthalt nur 3-4 Gespräche mit ihm.Es gab nach der ersten Woche eigentlich keinen Grund mehr,mich weiter dort zu behandeln,und trotzdem wurde ich wochenlang in der Luft hängen gelassen und hatte keine Ahnung wie es weiter geht.Betreuer haben MICH gefragt,ob ich denn schon wüsste wann ich entlassen werde.Wenn es einem schlecht ging,konnte man kein Verständnis von den Betreuern erwarten.Im Gegenteil,man bekam Sätze wie: ""Du hast ja genug dafür getan,dass du hier bist."",an den Kopf geworfen.Es gibt nur wenige Betreuer,die einen dort wie einen Menschen behandeln.Die meisten sehen nur ein ""gestörtes Kind"" in dir und behandeln dich auch dementsprechend.Sie wollen nicht sehen das es dir schlecht geht,sie wollen nur ihre Arbeit so angenehm wie möglich gestalten.Ich hatte sogar bei einigen das Gefühl, dass sie es genossen haben Macht über uns zu besitzen...Ich hätte mir mehr Empathie und Mitgefühl von den Betreuern,sowie eine bessere Organisation meines Therapeuten gewünscht.Auch würde ich mir wünschen,dass es eine Art Nachbehandlung gebe oder dass man besser auf die Entlassung vorbereitet wird.Bei mir war es so:erst passierte wochenlang nichts und auf einmal sollte ich ""so schnell wie möglich"" entlassen werden.Und auch wenn man vorher zu Belastungswochenenden nachhause darf,es ist etwas ganz anderes wenn man für ein Wochenende nachhause fährt,als wenn man plötzlich wieder ins Leben zurück geschmissen wird und seinen normalen Alltag aufnehmen soll.Ich war die ersten Wochen total überfordert und es schien mir wie das Unmöglichste auf der Welt,wieder in mein normales Leben zurückzukehren.Und ich weiß von vielen ehemaligen Patienten,dass es ihnen genau so ging.Im Nachhinein kann ich sagen:es war nicht alles schlecht,aber manches hätte wirklich nicht sein müssen.",Ha_D,berichtet als Patient,Jahr der Behandlung: 2017,Daumen runter
Krankenhaus Ludmillenstift,Diese Bewertung geht nicht in die Gesamtbewertung ein,41 Bewertungen,2-Bett-Zimmer--private Zuzahlung..Antwort: ham wir nich,26.06.2014,Chirurgie,4,zufrieden,6,sehr zufrieden,6,sehr zufrieden,2,weniger zufrieden,Kein Info,Kein Info,"alles top, absolut keine Probleme.","Zimmerbelegung unzumutbar, 2-Bett. oder Einzelzimmer auf Anfrage nicht zu erhalten...Selbstzahler ging auch nicht..",,nein,ich wurde notfallmäßig mit einer akuten Blinddarmentzündung aufgenommen.....,Nitro1,berichtet als Patient,Jahr der Behandlung: 2014,Kein Info
Kreiskrankenhaus Osterholz,Diese Bewertung geht nicht in die Gesamtbewertung ein,22 Bewertungen,Dankeschön!,22.08.2008,Entbindung,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,Kein Info,Kein Info,Personal,,nein,ja,"Ich habe im Juli 2008 meine Tochter im Osterholzer Krankenhaus entbunden und muss sagen, dass ich sehr zufrieden mit allen Abteilungen gewesen bin. Egal wo wir hin kam, alle waren sehr nett zu uns. Mein Mann und ich hatten ein sehr schönes Familienzimmer mit unserer Tochter und auch sonst ging es auf der Entbindungsstaton sehr familiär und und freundlich zu. Man bekommt überall Hilfe und wenn man sie nicht braucht wird sie einem aber  freundlich angeboten. Besonders die Hebammen und Kinderkrankenschwestern waren alle sehr nett und hatten, da es ein kleines Krankenhaus ist auch mal Zeit für einen Schnack zwischendurch. Darüber hinaus hat auch noch das Essen sehr gut geschmeckt. Morgens und Abend s gab es ein kleines aber reichhaltiges Buffet mit leckeren Sachen und auch das Mittagessen war total lecker. Auch muss man sich in Osterholz nicht an irgendwelche altertümlichen Besuchszeiten halten die es ja in manchen Krankenhäusern tatsächlich noch geben soll. Wenn ich nochmal ein Kind bekomme, steht für uns außer Frage, jeder Zeit wieder nach Osterholz ins Krankenhaus zu gehen.",sid147,berichtet als Patient,Jahr der Behandlung: 2008,Kein Info
Sana Klinikum Hameln-Pyrmont,,305 Bewertungen,Nun ist es mal genug...,06.06.2015,Orthopädie,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden (Sucht seinesgleichen),6,sehr zufrieden,4,zufrieden,Ich bin einfach nur zufrieden,Gibt es nicht,Retropatellararthrose mit Infektion,ja,Nun ist es mal genug...,Anilori,berichtet als Patient,Jahr der Behandlung: 2015,Daumen hoch
Marien Hospital Papenburg-Aschendorf,,79 Bewertungen,Entfernung der Gallenblase,04.07.2017,Gastrologie,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,Kompetenz,,Gallenblasenentfernung,nein,"Die Entfernung meiner Gallenblase verlief sehr zeitnah und problemlos. Auch nach der OP gab es keinerlei Komplikationen. Das Personal war freundlich und zuvorkommend, die Ärzte kompetent. Mein Aufenthalt belief sich auf drei Tage. Dann konnte ich entlassen werden",Marcel78,berichtet als Patient,"Jahr der Behandlung: ,, 2017",Daumen hoch
Krankenhaus Ludmillenstift,Diese Bewertung geht nicht in die Gesamtbewertung ein,41 Bewertungen,"Kein Befund aber Tablette, Tablette und noch eine !!!!!",15.06.2014,Neurologie,0,unzufrieden,0,unzufrieden,0,unzufrieden,2,weniger zufrieden,Kein Info,Kein Info,Schwestern und Pflegepersonal freundlich und hilfsbereit,Keine Diaknostik,Bandscheibenvorfall LWS Spinalkanalstenose,nein,Am 13.05 wurde ich als Notfall mit extrem starken Schmerzen im gesamten ,Ekkihund,berichtet als Patient,Jahr der Behandlung: 2014,Daumen runter
Sana Klinikum Hameln-Pyrmont,,305 Bewertungen,Tragödie,04.06.2015,Innere,2,weniger zufrieden,4,zufrieden,2,weniger zufrieden,2,weniger zufrieden,2,weniger zufrieden (nicht erfahren),"
",,Magen,,"Bin von meinem Hausartzt, am Montag ins Sana-Klinikum überwiesen worden,wegen starker Bauchschmerzen.War gegen 20 Uhr 30 in der Notfall-Aufnahme.Gegen 1 Uhr 30 auf Station.",Kein Info,berichtet als Patient,Jahr der Behandlung: 2015,Kein Info
Marien Hospital Papenburg-Aschendorf,,79 Bewertungen,"Chaos und keine Struktur, kein Terminmanagement",31.05.2017,Chirurgie,2,weniger zufrieden,4,zufrieden,2,weniger zufrieden,0,unzufrieden,2,weniger zufrieden,Privatstation ist ok,"Krankenhausstuktur, Unübersichtilich, Ärzte sprechen kaum deutsch",Schleudertrauma,ja,"In der Klinik herrscht aus meiner Sicht das totale Chaos.Hatte einen Unfall und war auf der Privatstation,die gut ausgestattet ist.CT ist gnadenlos veraltet.Schmerzbehandlung sehr gut,das war aber auch die einzige Behandlung die ich bekam.Der Rest wurde total vernachlässigt.Eines Abends stellte ein""Hilfsarzt""entsetzt fest (nach Zusammenbruch)das von meinem Kopf kein CT gemacht wurde (bei Schleudertrauma!) und hat mich dann im Eiltempo zum Röntgen geschoben.Die Aufteilung des Krankenhauses ist so unübersichtlich.Das Café ist komplett deplatziert. ",Tommi73,berichtet als Patient,Jahr der Behandlung: 2017,Daumen runter
Krankenhaus Ludmillenstift,Diese Bewertung geht nicht in die Gesamtbewertung ein,41 Bewertungen,veraltet?,27.03.2014,Innere,0,unzufrieden,4,zufrieden (der behandelnde war sehr kompetent),6,sehr zufrieden,6,sehr zufrieden (man bekommt das gefühl als angehöriger störend zu sein),Kein Info,Kein Info,Technisch auf dem neuesten stand,abfertigung der angehörigen,beatmung,nein,"Meine Frau liegt zur Zeit noch auf der intensivstation. Sie hatte innere Blutungen. die konnten gestoppt werden,doch nun hat man Schwierigkeiten sie zu stabilisieren. So weit so gut. Sie wird beatmet.So weit auch gut.",connykoe,berichtet als Angehöriger eines Patienten,Jahr der Behandlung: 2014,Kein Info
Sana Klinikum Hameln-Pyrmont,,305 Bewertungen,Allgemeine Ansicht,28.05.2015,Innere,4,zufrieden,2,weniger zufrieden,4,zufrieden,2,weniger zufrieden,2,weniger zufrieden,"fürsorge des Pflegepersonals, Verpflegung,","Sprachkenntnisse von Ärzten, Informationsweiterleitung","Atemnot, Brustschmerzen, Schwindel",nein,"Ich bin selbständig in die Notaufnahme gegangen, aufgrund von Atembeschwerden und Schmerzen im Brustbereich. Die Wartezeit in der Notaufnahme, vom eintreffen bis zur Behandlung war relativ kurz.",schlumpi100,berichtet als Patient,Jahr der Behandlung: 2015,Kein Info
Marien Hospital Papenburg-Aschendorf,,79 Bewertungen,Angst genommen,13.05.2017,Orthopädie,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,sehr gute Betreung,,Knie Spiegelung in der Tagesklinik,nein,Es wurde am Knie eine Ambulante Spiegelung vorgenommen mit Vollnakose.,KarinT,berichtet als Patient,Jahr der Behandlung: 2017,Daumen hoch
Krankenhaus Ludmillenstift,Diese Bewertung geht nicht in die Gesamtbewertung ein,41 Bewertungen,Sehr gute Betreuung durch Chirurgie und Station C12,09.02.2014,Kindermedizin,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,4,zufrieden,Kein Info,Kein Info,Sehr freundliches Personal,Negative Einstellung anderer Patienten,Verbrennung,nein,"Hallo, ich war mit unserem Junior ( geb. 06.2012) 2013 für 10 Tage und im Feb 2014 für 3 Tage im ludmillenstift ! Im Juli 2013 mussten wir als Notfall aufgenommen werden! Die Ärzte und Schwestern waren sofort für uns da Und haben schnell und unkompliziert geholfen! ",henrymaske,berichtet als Angehöriger eines Patienten,Jahr der Behandlung: 2013,Daumen hoch
Sana Klinikum Hameln-Pyrmont,,305 Bewertungen,Implantation eines Herzschrittmachers,23.05.2015,Kardiologie,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,"Betreuung, Beratung durch die Ärzte und das Pflegepersonal","Der Transportdienst vermittelt den Eindruck der personellen Unterbesetzung, es gibt Wartezeiten beim Patiententransport innerhalb des Klinikums",AV Block 3.Grades,ja,"Meine 2 stationären Aufenthalte im letzten dreivirtel Jahr habe ich insgesamt als sehr angenehm empfunden. Das Haus ist neu und modern.Die Pflegekräfte auf den Stationen C1 und C3 sind in jeder Situation ausgesprochen freundlich, geduldig und kompetent. Das Team der Kardiologie unter Leitung von Herrn Dr. Topp ist hoch qualifiziert, während der gesammten Behandlungszeit und wärhrend der Eingriffe habe ich mich gut beraten und betreut gefühlt. Die Implantation des Herzschrittmachers ist jetzt 12 Tage her und ich bin Beschwerdefrei. Die ambulante Nachbehandlung in der Kardiologie war ebenso professionel und ohne große Wartezeiten.",Kurt15,berichtet als Patient,"Jahr der Behandlung: 2014,2015",Daumen hoch
Marien Hospital Papenburg-Aschendorf,,79 Bewertungen,Sehr zufrieden,27.04.2017,Unfallchirurgie,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,4,zufrieden,6,sehr zufrieden,"Anestesie, Unfallchirurg, Küche, Station 31",Aktuell nichts,"Schulter OP, Entfernung von Implantaten",ja,Hervorragend durchgeführte OP und anschließende Betreuung!,GeKuFm,berichtet als Patient,Jahr der Behandlung: 2017,Daumen hoch
Krankenhaus Ludmillenstift,Diese Bewertung geht nicht in die Gesamtbewertung ein,41 Bewertungen,Fachlich/Menschlich top,20.12.2013,Neurochirurgie,4,zufrieden,4,zufrieden,4,zufrieden (Therapieplan wurde kurzfristig komplett geändert),4,zufrieden,Kein Info,Kein Info,Pflegepersonal,Ausstattung der Zimmer,Chronische Schmerzen,nein,"Zimmer zum Teil unzumutbar (sehr kleines 4 Bettzimmer). Rollator mussen auf dem Flur ""geparkt"" werden.",An.Jo.,berichtet als Patient,Jahr der Behandlung: 2013,Daumen hoch
Sana Klinikum Hameln-Pyrmont,,305 Bewertungen,Super Krankenhaus!!!,14.05.2015,Gastrologie,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,4,zufrieden,Kompetente Menschen,Die Fernseher gehen gar nicht...,Teilresektion Pankreas,nein,Diese Klinik kann ich nur weiterempfehlen. War dort schon ein paar Mal. Die Ärzte sind super kompetent. Das Personal war sehr freundlich. Ich fühle mich dort gut aufgehoben. Das Essen war auch immer gut.,WP1970,berichtet als Patient,Jahr der Behandlung: 2013,Daumen hoch
Marien Hospital Papenburg-Aschendorf,,79 Bewertungen,Angenehm überrascht,28.01.2017,Chirurgie,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,6,sehr zufrieden,Ruhiges und freundliches Personal,nichts,Ausschabung,nein,"Ich war zu einem kleinen ambulanten gynäkologischen Eingriff im Marienhospital und war sehr angenehm überrascht: Sehr nette Aufnahme, freundliche umsichtige Schwestern und kompetente Ärztin, soweit ich es beurteilen kann. Bin rundum zufrieden mit der OP, der Versorgung und mit der ruhigen Atmosphäre.",Traute17,berichtet als Patient,Jahr der Behandlung: 2017,Daumen hoch
Krankenhaus Ludmillenstift,Diese Bewertung geht nicht in die Gesamtbewertung ein,41 Bewertungen,Unfallchirurgie Note 6-,21.11.2013,Unfallchirurgie,0,unzufrieden,0,unzufrieden,0,unzufrieden,4,zufrieden,Kein Info,Kein Info,nichts,alles,,nein,"Meine Mutter hatte vor einigen Wochen einen schlimmen Sturz und wurde in dieses Krankenhaus eingeliefert. Nach der Untersuchung wurde gesagt, das Handgelenk sei gebrochen. Dieser Bruch wurde auch operiert. Laut Ärzte handelte es sich nur um eine Radiusfraktur mit Gelenkbeteiligung, welche mit einer Platte und Schrauben behoben wurde. Auch nach der OP klagte meine Mutter immer wieder über starke Schmerzen auf dem Handrücken und auch das Handgelenk bereitete ihr erhebliche Schmerzen. Auch die Finger fühlten sich komisch an. Es wurde aber von Seiten der Schwestern und Ärzte nicht darauf eingegangen. Vier Tage nach der OP Entlassung mit dem Wortlaut, es sei alles in Ordnung. Die Nachbehandlung durch einen Arzt vor Ort gestaltete sich schwierig, da meine Mutter immer noch heftigste Schmerzen hatte und zwar NICHT an der eigentlichen Operationsstelle, sondern auf dem Handrücken, im Daumen und in den Fingern. Dann neulich nochmal zum Röntgen und Durchleuchten, um die Bänder zu sehen. Ergebnis: Bänderriss und evtl. eine weitere Fraktur (wird noch mittels CT abgeklärt). Der Arzt hat meine Mutter somit zurück zur Unfallchirurgie ins Ludmillenstift überwiesen, damit die sich die Sache nochmals anschauen. Denn der Bänderriss wurde definitv von denen übersehen bzw. vergessen. Was meine Mutter dort dann erlebt hat, schlägt dem Fass echt den Boden aus!!!!!! Ihr wurde gesagt, dass das alles ganz normal sei und mit der Hand sonst nix weiter ist. Sie musste sich total dumme Kommentare anhören und wurde wie ein Dummchen hingestellt!!!!!! Mit dem Wortlaut ""sie solle mal schön ihre Krankengymnastik machen"" wurde sie nach Hause geschickt. Fakt ist aber, dass dieser Bänderriss definitiv operiert werden muss. Eine Unverschämtheit wie man dort behandelt wird. Fehler gesteht sich dort keiner ein, stattdessen wird die Schuld dem Patienten gegeben.",Lollypopp,berichtet als Angehöriger eines Patienten,Jahr der Behandlung: 2013,Daumen runter
Sana Klinikum Hameln-Pyrmont,,305 Bewertungen,Nettes personal,13.05.2015,Kindermedizin,4,zufrieden,6,sehr zufrieden,4,zufrieden,2,weniger zufrieden,4,zufrieden,Kompetente Ärzte und pfelgepersonal,Assistenzärzte die zu oft alleine sind,"Bronchitis, Gehirnerschütterung, herzbeutelentzündung, Lungenentzündung....",ja,"Ich habe 3 Kinder. Wir waren desöfteren schon im Krankenhaus. Grundsätzlich sind wir vor allem mit den Oberärzten und dem Chefarzt sehr zufrieden. sie sind kompetent und total kinderfreundlich. In der ambulanten Behandlung und bei ernsten Sachen sind wir immer schnell und gut behandelt worden. Was mich aber stört, ist, dass man auf Station keinen Oberarzt sieht. Nur aisstenzärzte. Je nach dem wie weit sie sind, sind sie teilweise sehr verunsichert und einfach in meinen Augen nicht geeignet zum Teil verängstigte emotional geladene Eltern und Kinder zu beraten. Wir hätten da einige schlechte Erfahrungen gemacht. Um das zu umgehen haben wir uns private Zusatzversicherungen entschieden. ",Vikki82,berichtet als Angehöriger eines Patienten,Jahr der Behandlung: 2004-2015,Daumen hoch
